18,89.784877
25,89.506203
36,89.225883
40,88.945191
45,88.664358
50,88.383457
60,88.102518
64,87.821556
72,87.540577
72,87.259589
75,86.978592
81,86.69759
90,86.416583
96,86.135573
100,85.85456
108,85.573545
120,85.292528
120,85.01151
125,84.73049
135,84.449469
144,84.168447
144,83.887425
150,83.606402
160,83.325378
180,83.044353
180,82.763329
180,82.482303
192,82.201278
192,81.920252
200,81.639225
216,81.358199
216,81.077172
216,80.796145
225,80.515118
240,80.234091
240,79.953063
240,79.672035
250,79.391008
256,79.10998
270,78.828951
270,78.547923
288,78.266895
288,77.985866
288,77.704838
300,77.423809
300,77.142781
320,76.861752
320,76.580723
320,76.299694
324,76.018665
360,75.737636
360,75.456607
360,75.175578
360,74.894549
360,74.61352
360,74.33249
375,74.051461
375,73.770432
384,73.489402
384,73.208373
400,72.927344
400,72.646314
405,72.365285
432,72.084255
432,71.803226
432,71.522196
432,71.241166
450,70.960137
450,70.679107
450,70.398077
480,70.117048
480,69.836018
480,69.554988
480,69.273959
480,68.992929
486,68.711899
500,68.430869
500,68.149839
500,67.86881
512,67.58778
512,67.30675
540,67.02572
540,66.74469
540,66.46366
540,66.18263
540,65.9016
576,65.62057
576,65.33954
576,65.05851
576,64.777481
576,64.496451
576,64.215421
600,63.934391
600,63.653361
600,63.372331
600,63.0913
640,62.81027
640,62.52924
640,62.24821
640,61.96718
640,61.68615
640,61.40512
640,61.12409
648,60.84306
648,60.56203
675,60.281
675,59.99997
675,59.71894
675,59.43791
720,59.156879
720,58.875849
720,58.594819
720,58.313789
720,58.032759
720,57.751729
720,57.470699
720,57.189668
720,56.908638
729,56.627608
750,56.346578
750,56.065548
750,55.784518
750,55.503487
768,55.222457
768,54.941427
768,54.660397
768,54.379367
800,54.098337
800,53.817306
800,53.536276
800,53.255246
800,52.974216
800,52.693186
810,52.412155
810,52.131125
864,51.850095
864,51.569065
864,51.288034
864,51.007004
864,50.725974
864,50.444944
864,50.163913
864,49.882883
864,49.601853
864,49.320823
864,49.039793
900,48.758762
900,48.477732
900,48.196702
900,47.915672
900,47.634641
900,47.353611
900,47.072581
900,46.791551
960,46.51052
960,46.22949
960,45.94846
960,45.667429
960,45.386399
960,45.105369
960,44.824339
960,44.543308
960,44.262278
960,43.981248
960,43.700218
960,43.419187
960,43.138157
960,42.857127
972,42.576096
972,42.295066
1000,42.014036
1000,41.733006
1000,41.451975
1000,41.170945
